id,rate_unemployment,percent_college,percent_married,median_income,percent_lunch,percent_multiling,state,zip_code,school_type,school_level,average_act
340630005814,-0.7365952516499589,-0.1460467482087796,1.060705697365743,0.38054905856373156,-1.3441510983647087,0.24215826100354984,NJ,07840,Regular School,High,21.7887667887668
120051000837,0.1590676711977631,0.8786051057493761,0.4161468308265709,0.5573126897349857,0.8059638917336114,-0.5889805776774212,FL,32526,Regular School,High,19.2246642246642
360008705188,1.2815345160275726,-0.6114975969356918,-1.9968027308042586,-1.0199565035911344,1.9824335783281042,2.407551904938396,NY,10463,Regular School,High,18.1257631257631
170000305119,-0.5345775047490398,0.15856815832450205,0.1786408936121153,-0.008886507869262565,-0.5139262284256605,-0.8044930121980043,IL,61842,Regular School,High,21.3
341176000652,-0.7817430638917632,1.7755181238374393,1.4889966553206961,3.3551782629469167,-1.7371172773663208,0.4902734961150312,NJ,07675,Regular School,High,24.8656898656899
180726001221,0.2891176244300049,0.5570349679755588,0.08925842285450267,0.7824851267620143,-1.0836362040588081,-0.7708488907263212,IN,46040,Regular School,High,21.029304029304
180812001393,-0.6152812708614316,-0.441229735289214,0.5595061428268048,0.5026944843095253,-1.1300333198249999,-0.7387245518107022,IN,47527,Regular School,High,21.01221001221
220090000721,0.2535707556550857,-1.1978544673293186,0.6976921230552366,-0.11411949005025417,-0.07798103231354252,1.3068862783790283,LA,70345,Regular School,High,20.2
250002600530,1.4982788829801534,-0.011359501358428122,-2.5333071971961747,-1.0292706029456633,1.3989897601842134,1.3609254705549216,MA,02119,Regular School,High,18.1501831501831
262238005952,-0.4564030161481026,0.9379973804955801,1.287520494039534,0.7883677158280324,-1.1431649586505699,-0.7107295227107344,MI,48158,Regular School,High,21.0
341008003176,-0.7012541442065868,0.7983087803296444,0.8730640781024289,1.7088294994080413,-0.4167156112788451,1.4148681539768804,NJ,08816,Regular School,High,17.1978021978022
341563000213,-0.6744617009813089,1.0930455878064689,1.038848859121921,1.4658050386181658,-1.3846272496118763,0.8335532465322196,NJ,07081,Regular School,High,21.5934065934066
470455001641,-0.5057031649885906,0.7736753065345504,0.817979430297232,0.5699765967521081,-0.9957731886528103,-0.6845588647299762,TN,37090,Regular School,High,20.3
470453001804,-0.8621071823292645,0.28600654575664475,0.1477365743068584,0.2473737783191537,-0.09458992990843022,-0.6676015590958542,TN,37062,Regular School,High,21.6
130129000559,0.31208510465827766,-0.30968489869402754,-1.0472233222545584,-0.3825126161873329,1.162087698470538,0.4205190556614905,GA,30126,Regular School,High,17.5885225885226
470318001342,-0.39389680507098573,0.31344617419191284,-0.20271315199367945,-0.04046457278615174,0.6913610815399539,-0.16950092330177355,TN,37214,Regular School,High,18.4
481119000582,0.5659961323409306,-1.713733686421733,-2.000543888168495,-1.0472860319603439,0.7811286895430211,1.748038781303314,TX,77541,Regular School,High,18.7362637362637
130369001912,0.9890702508087439,-1.6298733083304542,-0.9288821439588236,-0.6971494285933878,2.4330689649456017,-0.7198063871274841,GA,31730,Regular School,High,18.7851037851038
481242000734,-0.6001776614697076,-0.010344724588175721,0.34666180101553185,0.5679748824171437,-0.6688568613033186,1.6153171025539466,TX,78410,Regular School,High,20.7142857142857
421239002280,-0.6502587094665813,-0.9638926001398361,-0.3817500782318964,-0.34860602643181154,-0.19943836274737348,-0.7974629545735957,PA,15344,Regular School,High,19.8595848595849
130174000639,2.4550684520061616,0.5198511990510005,-0.35629630466823664,0.2300528216247669,1.237121570137719,-0.2858407812407268,GA,30294,Regular School,High,16.2454212454212
483987004523,-1.3142594158628051,-0.11132543848652628,0.1651204063759415,0.0031646294534829794,-0.7873988683693585,0.2854238433664169,TX,79363,Regular School,High,20.6898656898657
360011900892,-0.7401328481823399,-0.7826089457914233,1.4135130745451676,-0.8700321850335883,1.7002176832948723,2.409389124476753,NY,11211,Regular School,High,14.6092796092796
180018000048,-0.7801417686866773,-0.7680112796079555,0.5796461987735279,-0.2654736045613465,-0.4220783567346687,-0.39517509780087445,IN,46501,Regular School,High,21.2100122100122
481965006540,-0.335959335688789,0.8856864507992505,0.2729739764970826,0.5267967589550165,-0.6364654360750923,1.8629252768843452,TX,77498,Regular School,High,21.984126984127
530861002998,-0.6777375829529322,-0.06251044402719601,0.8290512402997797,0.9492810375714044,-0.8125980627976784,-0.521855355445244,WA,98391,Regular School,High,20.7387057387057
170993000587,-0.5629312086160653,1.9806898018816248,-0.8156280579256361,0.4563282441016739,1.9425009480089135,1.8140060599244452,IL,60625,Regular School,High,17.0
291917001037,-0.7477062469060209,1.1517094511007229,0.9982675087194117,0.4344319403559396,-0.6994951219093125,-0.6866020807168818,MO,65742,Regular School,High,22.8
180285000353,-0.9702436894819955,0.7136258159089505,0.7357548346391494,0.036581003453502826,0.23059204911404188,-0.48897308240903975,IN,46774,Regular School,High,19.8693528693529
291455000684,-0.242955997185658,-0.29885875131713296,1.200499772628088,-0.32540248067140654,0.7126232055414735,-0.5866244253008367,MO,65672,Regular School,High,20.0
482364012269,-0.10925007261352417,-1.804085343694576,-0.8075777633750968,-1.3065284639947277,1.762265371884677,0.5843823423504129,TX,77033,Regular School,High,16.7582417582418
360010105833,-0.016287695353718996,-0.2217654095770092,-1.7100482815381173,0.3851652569280375,0.857138415612436,-0.03301808835903651,NY,11413,Regular School,High,17.5641025641026
251140001414,-0.8283768916612452,1.2859818497977382,1.2209247746138627,2.993072224883132,-1.4455360356620561,-0.5213426671849004,MA,01590,Regular School,High,22.8144078144078
390442001132,-0.5857734491020019,-0.019760610616928798,0.18887698196203406,-0.46127394757124274,0.03437744037068662,-0.7779407282030829,OH,43130,Regular School,High,22.0
530396000622,0.17103802108954727,0.8504540594004351,0.21954618676891893,1.3606129077501328,-0.6388151323653904,1.116048451445487,WA,98031,Regular School,High,23.9377289377289
291432002372,1.2785914790671005,-0.7408395270344169,0.11883563533988653,-0.8878025061705181,-0.26216907187253996,-0.6295616974239668,MO,65767,Regular School,High,21.8
420648002532,-0.21633098241204626,0.0884384857868886,0.4907066262999121,0.2139165530061754,-0.9525574588071689,-0.07520031291167543,PA,17601,Regular School,High,21.4224664224664
170993006076,0.35360720932077594,1.2788459751926686,-1.0595437839589668,-0.024083196289809487,2.172462820166464,2.213099173899753,IL,60608,Regular School,High,16.2
261573005225,0.5133599868813827,0.0038177242015730293,-0.5363613747252559,-0.7883704104296277,-0.2712663593916293,-0.6977292116491696,MI,49735,Regular School,High,20.7
210063000120,-0.10386281111484404,0.039435686428675794,-0.9869036392743086,-0.9688106597671432,-0.4801119811405666,-0.7413032962601566,KY,40422,Regular School,High,21.6
220033000278,0.1893396568915312,-0.18569963239016796,0.04116202994168023,-0.18426119439992908,-0.19010948798688296,-0.4977223895922467,LA,70669,Regular School,High,19.1
100108000111,-0.058456529848406664,-1.6335188758404253,0.2490186527544035,-0.6154468026764688,-0.24333828074314937,-0.3341148791072711,DE,19963,Regular School,High,17.2905982905983
484401004993,0.13606831767256938,-1.094894619249254,0.360094135476954,-0.03478624028492587,0.6085464649893788,0.4729004311176865,TX,76084,Regular School,High,19.4444444444444
120150001557,0.20731839828083531,-0.706205978314356,-1.566017985555861,-0.915540547669312,1.6174738195192668,-0.09327596596450197,FL,33404,Regular School,High,17.1733821733822
261233004934,0.05315195899590077,-0.4158373736708091,0.4476332266433405,-0.19974384201118522,-0.2295370646934958,-0.8709473489341044,MI,48429,Regular School,High,19.0
422646006368,0.38772688082001067,0.040158929850015554,-1.5149174439108726,-0.5558855883830349,0.1810208262396297,-0.5308215625306264,PA,17701,Regular School,High,21.4957264957265
172490002700,-0.2146466263499799,0.1540836137613613,0.4425787423950882,-0.3455421779599271,0.34037326847478533,-0.7894774351634708,IL,62442,Regular School,High,19.4
530870001502,-0.07256420647635684,1.1725130929594942,-0.5797558332337616,-0.6367303367278262,-0.4067191782875062,-0.2784740048249208,WA,98403,Regular School,High,22.4725274725275
422010004598,-0.7794804230213866,-0.8881088121208995,0.21936739615511755,-0.4517555916519217,-0.840310363735437,-0.6133612749989121,PA,17356,Regular School,High,21.7887667887668
290100000299,-0.48019239969855226,1.296397212988027,-1.2668144605182337,-1.13887467561321,-0.9883285314901608,-0.310585791198023,MO,65203,Regular School,High,24.3
180006402408,2.4005754399539647,-1.7826613621849123,-1.1322096077592783,-1.2401450804372312,1.8206029605066012,0.36878822728720884,IN,46222,Regular School,High,18.6141636141636
370237003215,-0.5631940420024597,0.3988125726844697,1.1577949262565415,0.732401417074943,-0.825953854479635,-0.4169839630335777,NC,27520,Regular School,High,19.957264957265
173045003166,-0.6689163602570445,1.0213086190302099,1.4180183444995564,1.5564541020729874,-0.11429106362332936,1.6158624026629045,IL,60074,Regular School,High,21.3
551449001880,-0.5642943116112766,0.4292492279399259,-0.1876846363190625,-0.9581893183979437,-0.6876913282476946,-0.47062633495165007,WI,54481,Regular School,High,22.9
390482603178,-1.206682760647473,0.512756731782611,0.7926027774003968,0.283854000791058,-1.0514888531333726,-0.3384808702707706,OH,43064,Regular School,High,23.0
262088005759,-0.033385757467703656,1.3375046322416448,0.5644234079182673,0.405836021285018,-0.4614720021000944,-0.5741139984805822,MI,48081,Regular School,High,20.0
470351001467,0.07877136864471525,-1.3496355722401783,-0.12653900334051094,-0.10288537898667781,0.43266705182192977,-0.8936924965562124,TN,37332,Regular School,High,18.6
484050004585,-0.8749730669663667,-0.6649216019404646,-0.3845651378698852,-0.1371596305588253,-0.4381374477463958,-0.8466711351993631,TX,75839,Regular School,High,22.2283272283272
481222000723,-0.6562538941663151,-0.5540472998344831,-1.1555973771911505,-0.09185552448789375,-0.23528482425796135,-0.013589256092056506,TX,78611,Regular School,High,20.5189255189255
370405002882,0.7543419349072799,-0.27979077134924923,-0.3067788591804311,-0.3509345512704437,-0.15963900099035175,-0.5517389086175875,NC,28023,Regular School,High,19.6153846153846
340177000425,0.4107420079024399,0.3617531990253313,-0.21171032572526866,0.7051535913316506,-0.7444599063688818,0.06585523490313877,NJ,08081,Regular School,High,21.3247863247863
470222000735,-1.0012298932361718,1.890231529907488,1.7162497786221864,1.7143852779703919,-1.203878736914036,-0.38112856283079805,TN,37922,Regular School,High,24.6
470303001477,-0.702656994466069,0.47099239825620376,0.35480020816288477,-0.05635573352699247,-0.7846022433203291,-0.3136849346039159,TN,37043,Regular School,High,21.3
262502006179,0.19335028390975856,0.7709550592198049,0.5280024521795333,-0.5365629173536836,-1.0688617689625535,-0.7140619146167174,MI,49866,Regular School,High,20.4
470014801122,3.190359680532595,-1.4299775750096921,-3.134496058329031,-1.190714991757495,1.817900026100045,-0.6165542479227059,TN,38109,Regular School,High,14.5
174044004071,-0.5024130628282142,-0.5220855390531358,0.824563156068685,0.27290584891819086,-0.8576807700737974,1.654943662445645,IL,60185,Regular School,High,19.1
422370003957,-0.34660854157250437,-1.2216145877337785,0.5669158905164416,-0.28254945337798254,-0.6751502743349722,-0.6582524757252942,PA,17938,Regular School,High,20.7142857142857
360015102036,0.02041053514014254,-1.1194710774824412,0.4981665720011766,-0.5831334141263274,1.2259927630797443,1.3062783825607198,NY,11214,Regular School,High,19.1514041514042
551296001707,-0.7042417688806809,1.0808076613547233,1.1108814275358057,-0.08674911036808632,-0.1533802846473997,-0.6163402179425167,WI,53581,Regular School,High,22.0
391000901629,-0.4915187211209191,-0.5269181403221257,-0.26529023614111635,-0.5185474883390029,-0.5750958028782185,-0.5974541172741777,OH,44875,Regular School,High,22.0
470108000347,-0.5392584017626665,0.3988034921510458,0.5974527003535763,-0.23083169117257288,0.5855512960279275,-0.6754140285927426,TN,38024,Regular School,High,21.7
120168001847,-0.38708182321500145,-0.39104417921346896,-0.7863864666841782,-0.3075096055956013,-0.46844742323229516,0.027492764886480735,FL,34231,Regular School,High,23.009768009768
220162001254,-0.2601971190810303,-0.9054458948799367,-0.8952507251197915,-0.6587491944124358,0.6230584351873717,-0.3659137269576398,LA,70392,Regular School,High,17.3
171272001527,-0.5361176243878741,-0.2519081539733174,0.4334316928413307,-0.34774814885968386,-0.0652651751582683,-0.6829383652096686,IL,62239,Regular School,High,18.5
390474402895,0.7645795011058102,-0.35012478944270464,-1.0105049920178346,-0.9704855635984401,-1.3649160421864637,-0.4898035832369052,OH,45840,Regular School,High,23.0
530771001262,-1.0486721735447968,2.0768048855792944,0.679245372631197,0.8201091859967555,-0.33607616868654683,-0.1123454189607898,WA,98116,Regular School,High,19.9084249084249
420390004034,-0.7514686172518401,-0.883588119280357,0.5211591698681923,-0.028086624959738515,-0.3209906048924114,-0.48641329723555427,PA,18834,Regular School,High,21.0561660561661
180891001489,-0.42823121981683127,-0.13390540141685883,-1.470465783263933,-0.8022598568355039,0.37485022019484726,-0.10597492627398919,IN,46268,Regular School,High,20.1965811965812
530846001807,0.06741179551321598,0.6781388612218999,-0.3350493576171948,0.1725750242922144,-1.213504867490143,-0.029059975480235752,WA,98388,Regular School,High,22.5213675213675
470396001612,1.1742473522608439,-0.9110691781887085,0.40959237980004165,-0.627824750502882,-0.15763258389750753,-0.7587890714790081,TN,37058,Regular School,High,19.4
171082001320,0.35819724700596056,-0.4348748485800479,-0.6218243697704163,-0.4523683613462986,0.0314669761494456,-0.8601691354495222,IL,61883,Regular School,High,18.1
480001100128,0.3038337308516722,-1.0657461902066652,0.918156909773917,0.1656303010892763,-0.07944919784625683,0.5514445602709105,TX,76009,Regular School,High,19.2735042735043
170993003474,0.7492866762347365,-0.6417994320009045,-1.0897052957957802,-0.7546680772388987,2.3242945445463,2.1632942106970012,IL,60623,Regular School,High,16.0
